timestamp,dividend
2013-12-11T05:00:00Z,0.05
2014-03-21T04:00:00Z,0.05
2014-06-11T04:00:00Z,0.05
2014-09-11T04:00:00Z,0.05
2014-12-11T05:00:00Z,0.05
2015-03-11T04:00:00Z,0.05
2015-06-11T04:00:00Z,0.05
2015-09-11T04:00:00Z,0.05
2015-12-11T05:00:00Z,0.05
2016-03-11T05:00:00Z,0.05
2016-06-13T04:00:00Z,0.05
2016-09-13T04:00:00Z,0.05
2016-12-13T05:00:00Z,0.05
2017-03-13T04:00:00Z,0.05
2017-06-13T04:00:00Z,0.05
2017-09-14T04:00:00Z,0.05
2017-12-29T05:00:00Z,0.05
2018-03-14T04:00:00Z,0.05
2018-06-14T04:00:00Z,0.05
2018-09-13T04:00:00Z,0.05
2018-12-31T05:00:00Z,0.05
2019-03-14T04:00:00Z,0.05
2019-06-13T04:00:00Z,0.05
2019-09-12T04:00:00Z,0.05
2019-12-31T05:00:00Z,0.05
2020-03-12T04:00:00Z,0.05
2020-06-12T04:00:00Z,0.05
2020-09-14T04:00:00Z,0.05
2020-12-31T05:00:00Z,0.05
2021-03-12T05:00:00Z,0.1
2021-06-14T04:00:00Z,0.1
2021-09-14T04:00:00Z,0.1
2021-12-14T05:00:00Z,0.1
2022-03-14T04:00:00Z,0.18
2022-06-14T04:00:00Z,0.18
2022-09-14T04:00:00Z,0.18
2022-12-14T05:00:00Z,0.18
2023-03-14T04:00:00Z,0.22
2023-06-14T04:00:00Z,0.22
2023-09-14T04:00:00Z,0.22
2023-12-14T05:00:00Z,0.22
2024-03-14T04:00:00Z,0.26
2024-06-14T04:00:00Z,0.26
2024-09-13T04:00:00Z,0.26
2024-12-13T05:00:00Z,0.26
2025-03-14T04:00:00Z,0.3
2025-06-13T04:00:00Z,0.3
2025-09-15T04:00:00Z,0.3
