timestamp,split_ratio
1974-04-01T04:00:00Z,1.25
1977-03-29T05:00:00Z,1.25
1981-05-28T04:00:00Z,1.5
1983-04-26T04:00:00Z,1.25
1986-11-18T05:00:00Z,2.0
1990-07-23T04:00:00Z,1.25
1993-07-30T04:00:00Z,1.5
1995-07-31T04:00:00Z,1.5
1997-07-28T04:00:00Z,1.5
1998-08-03T04:00:00Z,1.5
1999-08-02T04:00:00Z,1.25
2000-07-31T04:00:00Z,1.5
2009-07-01T04:00:00Z,0.05
