timestamp,split_ratio
1981-05-22T04:00:00Z,2.0
1986-06-09T04:00:00Z,2.0
1991-05-01T04:00:00Z,2.0
1996-01-02T05:00:00Z,2.0
1999-01-04T05:00:00Z,2.0
2007-04-02T04:00:00Z,1.1070519207350824
2014-10-01T04:00:00Z,1.139
