timestamp,dividend
2014-08-21T04:00:00Z,0.18
2014-11-20T05:00:00Z,0.24
2015-03-12T04:00:00Z,0.24
2015-05-20T04:00:00Z,0.25
2015-08-21T04:00:00Z,0.26
2015-11-20T05:00:00Z,0.13
2016-03-10T05:00:00Z,0.2
2016-05-20T04:00:00Z,0.15
2016-08-19T04:00:00Z,0.28
2016-11-17T05:00:00Z,0.2
2017-03-08T05:00:00Z,0.28
2017-05-18T04:00:00Z,0.13
2017-05-25T04:00:00Z,0.13
2017-08-16T04:00:00Z,0.31
2017-11-16T05:00:00Z,0.41
2018-02-23T05:00:00Z,0.4
2018-04-13T04:00:00Z,0.093
2018-06-14T04:00:00Z,0.28
2018-09-13T04:00:00Z,0.28
2018-12-14T05:00:00Z,0.28
2019-03-14T04:00:00Z,0.32
2019-06-13T04:00:00Z,0.32
2019-09-13T04:00:00Z,0.32
2019-12-16T05:00:00Z,0.32
2020-03-16T04:00:00Z,0.4
2020-06-15T04:00:00Z,0.4
2020-09-15T04:00:00Z,0.4
2020-12-16T05:00:00Z,0.4
2021-03-16T04:00:00Z,0.47
2021-06-15T04:00:00Z,0.47
2021-09-15T04:00:00Z,0.47
2021-12-16T05:00:00Z,0.47
2022-03-16T04:00:00Z,0.61
2022-06-15T04:00:00Z,0.61
2022-09-15T04:00:00Z,0.61
2022-12-15T05:00:00Z,0.61
2023-03-16T04:00:00Z,0.77
2023-06-15T04:00:00Z,0.77
2023-09-14T04:00:00Z,0.77
2023-12-14T05:00:00Z,0.77
2024-03-14T04:00:00Z,0.93
2024-06-14T04:00:00Z,0.93
2024-09-16T04:00:00Z,0.93
2024-12-17T05:00:00Z,0.93
2025-03-17T04:00:00Z,1.12
2025-06-16T04:00:00Z,1.12
2025-09-16T04:00:00Z,1.12
