timestamp,open,high,low,close,adj_close,volume
2025-01-02T00:00:00Z,193.02999877929688,193.75999450683594,190.4199981689453,191.9499969482422,191.9499969482422,1721900.0
2025-01-03T00:00:00Z,192.72000122070312,193.5,190.83999633789062,191.4499969482422,191.4499969482422,1431600.0
2025-01-06T00:00:00Z,191.6199951171875,192.5500030517578,185.35000610351562,185.91000366210938,185.91000366210938,2622900.0
2025-01-07T00:00:00Z,186.08999633789062,187.60000610351562,184.19000244140625,186.0399932861328,186.0399932861328,2265500.0
2025-01-08T00:00:00Z,188.72000122070312,191.83999633789062,185.02000427246094,191.8000030517578,191.8000030517578,2401700.0
2025-01-10T00:00:00Z,188.6199951171875,190.75,176.4600067138672,180.99000549316406,180.99000549316406,4642100.0
2025-01-13T00:00:00Z,178.39999389648438,184.35000610351562,178.1300048828125,182.5399932861328,182.5399932861328,2381500.0
2025-01-14T00:00:00Z,183.2899932861328,187.07000732421875,181.94000244140625,186.80999755859375,186.80999755859375,1554500.0
2025-01-15T00:00:00Z,189.0,190.16000366210938,186.9499969482422,188.02999877929688,188.02999877929688,1672300.0
2025-01-16T00:00:00Z,188.41000366210938,191.9600067138672,187.77999877929688,191.10000610351562,191.10000610351562,1502000.0
2025-01-17T00:00:00Z,191.30999755859375,192.88999938964844,188.6300048828125,188.89999389648438,188.89999389648438,1519000.0
2025-01-21T00:00:00Z,190.22999572753906,193.32000732421875,189.50999450683594,189.75,189.75,1609200.0
2025-01-22T00:00:00Z,191.02000427246094,191.88999938964844,184.89999389648438,185.25,185.25,1856800.0
2025-01-23T00:00:00Z,185.25,188.02000427246094,184.2100067138672,184.66000366210938,184.66000366210938,2241700.0
2025-01-24T00:00:00Z,184.5500030517578,186.5,183.89999389648438,186.07000732421875,186.07000732421875,1215500.0
2025-01-27T00:00:00Z,187.32000732421875,193.27000427246094,187.2100067138672,193.19000244140625,193.19000244140625,1518700.0
2025-01-28T00:00:00Z,192.0800018310547,192.9199981689453,190.22999572753906,190.9600067138672,190.9600067138672,875600.0
2025-01-29T00:00:00Z,189.97000122070312,192.9499969482422,189.80999755859375,190.80999755859375,190.80999755859375,724800.0
2025-01-30T00:00:00Z,192.82000732421875,194.41000366210938,191.7899932861328,193.8300018310547,193.8300018310547,879600.0
2025-01-31T00:00:00Z,194.0,194.5800018310547,192.27999877929688,192.3300018310547,192.3300018310547,1619400.0
2025-02-03T00:00:00Z,190.8800048828125,192.77000427246094,187.49000549316406,191.97999572753906,191.97999572753906,1223700.0
2025-02-04T00:00:00Z,191.17999267578125,193.47999572753906,190.47999572753906,190.8699951171875,190.8699951171875,1109100.0
2025-02-05T00:00:00Z,193.3300018310547,193.3300018310547,190.9199981689453,193.00999450683594,193.00999450683594,1288600.0
2025-02-06T00:00:00Z,195.0,199.0399932861328,189.91000366210938,191.8800048828125,191.8800048828125,2641200.0
2025-02-07T00:00:00Z,192.0,192.75999450683594,188.02999877929688,190.24000549316406,190.24000549316406,1928100.0
2025-02-10T00:00:00Z,189.72999572753906,190.14999389648438,185.52999877929688,186.5800018310547,186.5800018310547,1544200.0
2025-02-11T00:00:00Z,186.89999389648438,190.86000061035156,184.74000549316406,189.42999267578125,189.42999267578125,1374600.0
2025-02-12T00:00:00Z,188.08999633789062,189.4600067138672,186.02999877929688,189.3300018310547,189.3300018310547,2641300.0
2025-02-13T00:00:00Z,190.0,193.0800018310547,188.2100067138672,192.77000427246094,192.77000427246094,1889100.0
2025-02-14T00:00:00Z,192.11000061035156,192.69000244140625,185.8000030517578,187.6300048828125,187.6300048828125,3917900.0
2025-02-18T00:00:00Z,188.24000549316406,190.85000610351562,187.72999572753906,188.9499969482422,188.9499969482422,3622000.0
2025-02-19T00:00:00Z,188.6999969482422,191.7899932861328,187.97999572753906,191.60000610351562,191.60000610351562,1142800.0
2025-02-20T00:00:00Z,190.0,190.49000549316406,185.60000610351562,189.17999267578125,189.17999267578125,1382200.0
2025-02-21T00:00:00Z,188.92999267578125,189.75,185.39999389648438,185.66000366210938,185.66000366210938,1428000.0
2025-02-24T00:00:00Z,186.63999938964844,190.3000030517578,186.49000549316406,188.75,188.75,2009400.0
2025-02-25T00:00:00Z,190.25,191.4199981689453,188.9199981689453,190.47999572753906,190.47999572753906,912200.0
2025-02-26T00:00:00Z,190.11000061035156,190.9499969482422,187.5500030517578,188.42999267578125,188.42999267578125,1269200.0
2025-02-27T00:00:00Z,190.47000122070312,195.17999267578125,189.38999938964844,195.05999755859375,195.05999755859375,1397600.0
2025-02-28T00:00:00Z,196.94000244140625,199.94000244140625,195.6699981689453,199.14999389648438,199.14999389648438,3365900.0
2025-03-03T00:00:00Z,199.52999877929688,203.3000030517578,199.52999877929688,202.05999755859375,202.05999755859375,1775200.0
2025-03-04T00:00:00Z,202.25999450683594,202.5,198.4199981689453,199.02999877929688,199.02999877929688,2513400.0
2025-03-05T00:00:00Z,200.9499969482422,201.49000549316406,196.92999267578125,199.55999755859375,199.55999755859375,1598200.0
2025-03-06T00:00:00Z,198.14999389648438,198.5399932861328,195.5399932861328,197.42999267578125,197.42999267578125,1460100.0
2025-03-07T00:00:00Z,197.3000030517578,201.4199981689453,195.77999877929688,200.72999572753906,200.72999572753906,1957900.0
2025-03-10T00:00:00Z,198.6300048828125,203.52999877929688,197.32000732421875,198.74000549316406,198.74000549316406,2711800.0
2025-03-11T00:00:00Z,198.49000549316406,203.60000610351562,194.16000366210938,201.5800018310547,201.5800018310547,3412600.0
2025-03-12T00:00:00Z,201.2100067138672,201.4199981689453,192.8300018310547,198.25,198.25,2688800.0
2025-03-13T00:00:00Z,199.0,202.25,199.0,202.0,202.0,1674200.0
2025-03-14T00:00:00Z,202.64999389648438,207.86000061035156,201.25,207.49000549316406,207.49000549316406,2546000.0
2025-03-17T00:00:00Z,206.1199951171875,211.14999389648438,205.7100067138672,210.10000610351562,210.10000610351562,3318900.0
2025-03-18T00:00:00Z,209.4600067138672,209.9499969482422,204.97000122070312,205.33999633789062,205.33999633789062,1894300.0
2025-03-19T00:00:00Z,204.57000732421875,205.3000030517578,202.8000030517578,204.8699951171875,204.8699951171875,1787800.0
2025-03-20T00:00:00Z,207.13999938964844,212.91000366210938,207.13999938964844,210.17999267578125,210.17999267578125,2542700.0
2025-03-21T00:00:00Z,208.4600067138672,210.9199981689453,205.50999450683594,206.47000122070312,206.47000122070312,2888200.0
2025-03-24T00:00:00Z,207.0,208.00999450683594,205.72999572753906,207.3000030517578,207.3000030517578,1240800.0
2025-03-25T00:00:00Z,207.85000610351562,209.35000610351562,206.11000061035156,208.1199951171875,208.1199951171875,1064600.0
2025-03-26T00:00:00Z,209.32000732421875,211.22999572753906,208.02999877929688,209.27999877929688,209.27999877929688,1086700.0
2025-03-27T00:00:00Z,210.6199951171875,210.6199951171875,207.5,209.2899932861328,209.2899932861328,1827500.0
2025-03-28T00:00:00Z,209.83999633789062,209.83999633789062,204.8000030517578,206.4499969482422,206.4499969482422,2113400.0
2025-03-31T00:00:00Z,206.0399932861328,208.4600067138672,205.08999633789062,207.07000732421875,207.07000732421875,1926300.0
2025-04-01T00:00:00Z,207.7899932861328,210.17999267578125,206.36000061035156,207.5,207.5,1583600.0
2025-04-02T00:00:00Z,206.63999938964844,207.52999877929688,203.77000427246094,205.42999267578125,205.42999267578125,1674700.0
2025-04-03T00:00:00Z,202.47000122070312,208.44000244140625,202.27999877929688,205.32000732421875,205.32000732421875,2010700.0
2025-04-04T00:00:00Z,202.35000610351562,203.64999389648438,186.22999572753906,186.57000732421875,186.57000732421875,3352200.0
2025-04-07T00:00:00Z,183.1999969482422,187.38999938964844,176.0,180.52999877929688,180.52999877929688,4062000.0
2025-04-08T00:00:00Z,186.80999755859375,189.58999633789062,180.80999755859375,183.47000122070312,183.47000122070312,3087000.0
2025-04-09T00:00:00Z,180.0,194.22999572753906,180.0,193.0,193.0,2844000.0
2025-04-10T00:00:00Z,191.80999755859375,193.99000549316406,186.6300048828125,190.7899932861328,190.7899932861328,1895500.0
2025-04-11T00:00:00Z,189.4199981689453,193.3699951171875,187.02999877929688,192.5500030517578,192.5500030517578,1876900.0
2025-04-14T00:00:00Z,194.22000122070312,197.44000244140625,193.3699951171875,195.5,195.5,1631900.0
2025-04-15T00:00:00Z,196.2100067138672,197.9199981689453,194.33999633789062,194.5399932861328,194.5399932861328,1691600.0
